skt-0_PCIRdCur-total,skt-0_RFO-total,skt-0_CRd-total,skt-0_DRd-total,skt-0_ItoM-total,skt-0_PRd-total,skt-0_WiL-total,skt-0_PCIRdCur-miss,skt-0_RFO-miss,skt-0_CRd-miss,skt-0_DRd-miss,skt-0_ItoM-miss,skt-0_PRd-miss,skt-0_WiL-miss,skt-0_PCIRdCur-hit,skt-0_RFO-hit,skt-0_CRd-hit,skt-0_DRd-hit,skt-0_ItoM-hit,skt-0_PRd-hit,skt-0_WiL-hit,skt-1_PCIRdCur-total,skt-1_RFO-total,skt-1_CRd-total,skt-1_DRd-total,skt-1_ItoM-total,skt-1_PRd-total,skt-1_WiL-total,skt-1_PCIRdCur-miss,skt-1_RFO-miss,skt-1_CRd-miss,skt-1_DRd-miss,skt-1_ItoM-miss,skt-1_PRd-miss,skt-1_WiL-miss,skt-1_PCIRdCur-hit,skt-1_RFO-hit,skt-1_CRd-hit,skt-1_DRd-hit,skt-1_ItoM-hit,skt-1_PRd-hit,skt-1_WiL-hit
15003979690,2749516,1792294,95715984,8335712,140,402836,134288,1508906,57498,1516074,4991434,84,406434,15003845402,1240610,1734796,94199910,3344278,56,0,218880718,126042,4205880,10587416,0,28112,162092,6820226,0,4480,320894,0,28014,166040,212060492,126042,4201400,10266522,0,98,0
11434290,2921226,1744344,97541556,8342894,140,411222,15764,1386000,63294,1449714,4955986,0,416612,11418526,1535226,1681050,96091842,3386908,140,0,10715082,126322,4434542,10577882,0,28070,164724,6444018,0,2366,103936,0,28056,166026,4271064,126322,4432176,10473946,0,14,0
11520810,2978430,1684256,98494690,8335292,140,410634,8890,1318940,60438,1484336,4897438,0,404656,11511920,1659490,1623818,97010354,3437854,140,5978,10731840,126350,4341666,10324846,0,27496,166362,6338206,0,2478,19922,0,27930,163590,4393634,126350,4339188,10304924,0,0,2772
11547676,3032134,2520490,79349690,8200430,112,452074,10136,1265558,70182,2192120,5324186,0,355698,11537540,1766576,2450308,77157570,2876244,112,96376,10721032,127246,6367774,11322178,0,30352,166208,6215958,0,2520,809690,0,27944,149128,4505074,127246,6365254,10512488,0,2408,17080
11850062,3350046,1809402,108624992,8140174,0,529438,5908,1195390,17710,1304478,4625418,140,517790,11844154,2154656,1791692,107320514,3514756,0,11648,10754338,124684,4536322,10800818,0,27832,164836,6889820,0,700,73346,0,27706,164500,3864518,124684,4535622,10727472,0,126,336
11772418,3342514,1680672,108130134,8249416,0,532308,4396,1150338,21294,1294482,4524758,140,519820,11768022,2192176,1659378,106835652,3724658,0,12488,10718946,125454,4558512,10985618,0,28042,166544,6573756,0,238,282604,0,27692,163450,4145190,125454,4558274,10703014,0,350,3094
11774294,3328598,1796970,109369526,8241604,0,535640,4634,1122170,32326,1283114,4484382,140,515088,11769660,2206428,1764644,108086412,3757222,0,20552,10682518,123788,4586190,11000080,0,28028,166362,6428296,0,420,111356,0,27678,165886,4254222,123788,4585770,10888724,0,350,476
11827718,3320954,1700720,110297180,8223684,0,523152,4158,1097558,21364,1281854,4477592,140,521458,11823560,2223396,1679356,109015326,3746092,0,1694,10765314,125440,4462850,11011574,0,27888,163030,6319782,0,182,44380,0,27706,164136,4445532,125440,4462668,10967194,0,182,0
11728360,3377542,1790740,109908764,8236102,0,510650,2646,1084314,16646,1306088,4478824,140,526918,11725714,2293228,1774094,108602676,3757278,0,0,10625594,125188,4595192,10970722,0,28210,161462,6394976,0,364,77000,0,27482,163184,4230618,125188,4594828,10893722,0,728,0
11745230,3366510,1687392,110930904,8240764,140,512372,30660,1054382,17248,1288658,4451650,140,538426,11714570,2312128,1670144,109642246,3789114,0,0,10655092,124684,4656022,10850518,0,27832,161280,6375964,0,392,24038,0,27678,167188,4279128,124684,4655630,10826480,0,154,0
11719386,3386740,1600088,111055798,8229298,112,506352,1876,1053458,31584,1321278,4433730,140,537992,11717510,2333282,1568504,109734520,3795568,0,0,10607184,125454,4468422,11532346,0,27706,161196,6313706,0,2478,101010,0,27538,166376,4293478,125454,4465944,11431336,0,168,0
11735262,3374420,1619436,101979136,6485290,140,485226,1974,1040242,58534,1352890,3618426,0,510636,11733288,2334178,1560902,100626246,2866864,140,0,10619434,124838,4317026,9228240,0,21868,127470,6321910,0,13468,39480,0,21966,131334,4297524,124838,4303558,9188760,0,0,0
9494114,2992192,1594838,101082436,6401584,140,467278,994,860314,36218,1391152,3623508,0,516474,9493120,2131878,1558620,99691284,2778076,140,0,8370376,99204,4588920,9424604,0,21896,127946,5007156,0,5824,32578,0,22078,131810,3363220,99204,4583096,9392026,0,0,0
9501926,3001460,1598100,101925236,6386828,140,483238,1470,875112,37884,1417850,3627708,0,510482,9500456,2126348,1560216,100507386,2759120,140,0,8370292,99820,4384268,9201794,0,21938,128310,5028548,0,2912,56462,0,22092,130858,3341744,99820,4381356,9145332,0,0,0
9207744,2308082,2987110,94704960,6338164,140,485646,2212,974190,464912,1888446,3736558,84,522172,9205532,1333892,2522198,92816514,2601606,56,0,8428924,104328,7092750,9432640,0,21882,126602,5087642,0,27006,483644,0,22092,131026,3341282,104328,7065744,8948996,0,0,0
9590896,3023594,1577114,102598720,6360508,140,497658,2688,918288,84196,1393700,3651046,0,517174,9588208,2105306,1492918,101205020,2709462,140,0,8433250,99204,4463606,9300354,0,21882,127722,5357478,0,16758,188342,0,22162,129822,3075772,99204,4446848,9112012,0,0,0
9617538,3024182,1593158,102499166,6335896,140,501326,6202,916426,38458,1420874,3604230,0,504728,9611336,2107756,1554700,101078292,2731666,140,0,8440320,100058,4206972,9026178,0,21980,133168,5224618,0,22820,165172,0,22190,128870,3215702,100058,4184152,8861006,0,0,4298
9621444,3033520,1589434,102825310,6364036,140,512960,2590,895566,34720,1404200,3630956,0,505568,9618854,2137954,1554714,101421110,2733080,140,7392,8444744,99820,4211172,8787324,0,21938,129990,5113724,0,7294,42784,0,22106,128086,3331020,99820,4203878,8744540,0,0,1904
9619456,2934232,1683794,102899958,6370308,0,512428,3374,889406,15862,1422540,3609004,140,502614,9616082,2044826,1667932,101477418,2761304,0,9814,8450680,99848,4271204,9209200,0,22022,130648,5065970,0,25438,46466,0,21966,129150,3384710,99848,4245766,9162734,0,56,1498
9641534,2990694,1684284,103393976,6376874,0,517496,2436,886984,21504,1391950,3604356,140,503972,9639098,2103710,1662780,102002026,2772518,0,13524,8459640,99428,4330900,9274986,0,22162,130816,4995396,0,126,72520,0,22022,128590,3464244,99428,4330774,9202466,0,140,2226
9655338,3004554,1802402,103073936,6396110,0,521542,2240,884674,33642,1430072,3611650,140,492212,9653098,2119880,1768760,101643864,2784460,0,29330,8456378,99554,4814306,9373154,0,22064,131292,5008738,0,8274,73598,0,21952,126994,3447640,99554,4806032,9299556,0,112,4298
9567992,2983498,2169748,103922168,6415724,0,520366,2408,889882,46102,1284612,3613022,140,495236,9565584,2093616,2123646,102637556,2802702,0,25130,8388464,99680,5281808,9768430,0,22092,131586,5086662,0,25424,20594,0,21910,127148,3301802,99680,5256384,9747836,0,182,4438
9555980,2997680,2316972,104514746,6386884,0,516040,2464,884422,18172,1306564,3571246,112,492814,9553516,2113258,2298800,103208182,2815638,0,23226,8378440,99540,5251960,9282854,0,22064,129080,5112758,0,308,75124,0,21840,128016,3265682,99540,5251652,9207730,0,224,1064
9544052,2997736,2290064,103990530,6416816,0,515676,952,879914,88690,1287104,3579660,140,493486,9543100,2117822,2201374,102703426,2837156,0,22190,8381366,98938,5049884,9627506,0,22162,130438,5143096,0,1862,53326,0,21910,128618,3238270,98938,5048022,9574180,0,252,1820
9544864,2997414,2357530,83734924,6461546,140,512820,1190,885094,17388,2010624,4494798,112,488726,9543674,2112320,2340142,81724300,1966748,28,24094,8370936,99876,5105422,20130348,0,22022,129416,5140114,0,28350,1811264,0,21882,128674,3230822,99876,5077072,18319084,0,140,742
9530780,2980250,2175936,104345024,6425412,140,507906,840,918792,31248,1279936,3636780,140,499170,9529940,2061458,2144688,103065088,2788632,0,8736,8361990,99470,5083960,9432192,0,21882,129500,5480594,0,2338,25858,0,21882,129360,2881396,99470,5081622,9406334,0,0,140
9535974,3001810,2251746,105024654,6416312,112,508074,1316,908978,37282,1269772,3585134,112,503748,9534658,2092832,2214464,103754882,2831178,0,4326,8372266,99484,5135382,8829058,0,21938,128940,5251078,0,2702,24584,0,21798,130830,3121188,99484,5132680,8804474,0,140,0
9567992,3024546,2446444,104857844,6356308,140,503412,2632,887866,32158,1240988,3589726,0,498414,9565360,2136680,2414286,103616856,2766582,140,4998,8395534,99736,4746420,9483754,0,22036,129220,5085430,0,4718,113638,0,22092,129864,3310104,99736,4741702,9370116,0,0,0
9555126,3023720,2295762,104157620,6351198,112,502418,1036,875378,36526,1279222,3601038,0,503216,9554090,2148342,2259236,102878398,2750160,112,0,8389108,99554,5193958,8893612,0,21896,128716,5163592,0,2296,51436,0,22148,130410,3225516,99554,5191662,8842176,0,0,0
9542092,3022740,3631824,104709948,6368264,140,487214,12040,884464,39424,1254456,3652824,0,482720,9530052,2138276,3592400,103455492,2715440,140,4494,8374408,99414,5123118,9788912,0,21966,128450,5090400,14,2086,20286,0,22106,129962,3284008,99400,5121032,9768626,0,0,0
9628220,3029096,2281692,102925144,6359556,140,501746,2100,889392,42042,1274952,3646888,0,487116,9626120,2139704,2239650,101650192,2712668,140,14630,8442602,99890,5077296,9262778,0,22036,129612,5066740,14,1918,57176,0,22050,131082,3375862,99876,5075378,9205602,0,0,0
9607220,3875984,1825670,124481672,10254244,140,554414,2310,1341704,117978,1130472,5484528,0,510188,9604910,2534280,1707692,123351200,4769716,140,44226,8450904,158074,4283230,12674228,0,34412,205156,5064192,14,4284,80752,0,35196,208320,3386712,158060,4278946,12593476,0,0,0
14650622,3918880,1883042,123416006,10246194,140,559720,4830,1263696,110614,1186402,5416320,0,522914,14645792,2655184,1772428,122229604,4829874,140,36806,13503098,157836,4292176,12123720,0,34230,205002,7827694,14,3374,22190,0,35210,205058,5675404,157822,4288802,12101530,0,0,0
14689794,3943170,1685110,123783562,10240902,140,561246,3766,1190210,149996,1176532,5460756,0,509208,14686028,2752960,1535114,122607030,4780146,140,52038,13537020,157192,4388384,12950840,0,34524,206052,7825496,14,2604,239036,0,35056,204344,5711524,157178,4385780,12711804,0,0,1708
14665084,3913588,1704136,123507538,9214044,0,578956,4648,1149764,132818,1213730,5443298,112,350014,14660436,2763824,1571318,122293808,3770746,0,228942,13522642,156282,4449760,12168338,0,35028,207060,7820330,14,644,139244,0,35056,203196,5702312,156268,4449116,12029094,0,0,3864
14799148,4040344,1701238,127638602,10269742,0,610372,3528,1246168,120008,1058106,5246038,112,547932,14795620,2794176,1581230,126580496,5023704,0,62440,13485808,156254,4313680,12414458,0,34804,206808,8494710,14,5404,455924,0,34146,203714,4991098,156240,4308276,11958534,0,658,3094
14661220,4073426,1622530,127464148,10290434,0,612598,3668,1149652,145446,1107190,5223120,140,548716,14657552,2923774,1477084,126356958,5067314,0,63882,13378092,156562,4426576,12041848,0,35154,206640,8147328,14,7714,103320,0,34734,204246,5230764,156548,4418862,11938528,0,420,2394
14561246,4088182,1793750,129220126,10258472,98,595196,2968,1103634,129332,1074374,5284538,140,558194,14558278,2984548,1664418,128145752,4973934,0,37002,13270488,155190,4189402,12179300,0,35154,204442,7964558,0,336,235900,0,34328,204022,5305930,155190,4189066,11943400,0,826,420
