,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Ch0Read,Ch0Write,Ch1Read,Ch1Write,Ch2Read,Ch2Write,Ch3Read,Ch3Write,Mem Read (MB/s),Mem Write (MB/s),P. Write (T/s),Memory (MB/s),Read,Write,Memory
2023-09-18,10:56:19.097,    4.96,  309.23,   22.72,  319.12,,,,,   27.68,  628.35,    104939,  656.03,  278.48,   12.74,  274.48,    9.35,,,,,  552.95,   22.09,     53626,  575.04,    580.64,    650.43,   1231.07
2023-09-18,10:56:20.098,   13.93,  315.87,   56.91,  338.85,,,,,   70.84,  654.71,    105011,  725.56,  294.79,   22.56,  291.58,   19.28,,,,,  586.37,   41.84,     53746,  628.22,    657.22,    696.56,   1353.77
2023-09-18,10:56:21.098,    3.94,  309.62,   20.45,  318.60,,,,,   24.39,  628.22,    104833,  652.61,  265.05,    5.23,  262.15,    1.89,,,,,  527.20,    7.11,     53585,  534.31,    551.59,    635.33,   1186.92
2023-09-18,10:56:22.097,    2.95,  309.19,   17.22,  316.85,,,,,   20.17,  626.04,    104817,  646.21,  251.45,    4.11,  249.39,    0.77,,,,,  500.84,    4.88,     53585,  505.72,    521.01,    630.92,   1151.93
2023-09-18,10:56:23.098,    2.75,  308.75,   15.92,  315.70,,,,,   18.67,  624.45,    104934,  643.11,  245.30,    4.19,  243.41,    0.82,,,,,  488.71,    5.02,     53494,  493.72,    507.38,    629.46,   1136.84
2023-09-18,10:56:24.098,    2.45,  318.04,   15.04,  324.75,,,,,   17.49,  642.79,    104818,  660.28,  250.79,    4.40,  248.88,    1.03,,,,,  499.66,    5.42,     53462,  505.09,    517.15,    648.21,   1165.36
2023-09-18,10:56:25.098,   10.99,  438.82,   45.74,  457.99,,,,,   56.73,  896.81,    104977,  953.54,  352.56,    6.91,  351.23,    3.53,,,,,  703.79,   10.44,     53992,  714.23,    760.52,    907.25,   1667.78
2023-09-18,10:56:26.098,    3.89,  436.40,   20.65,  445.53,,,,,   24.54,  881.94,    104815,  906.48,  350.84,    4.19,  348.19,    0.83,,,,,  699.03,    5.03,     53796,  704.06,    723.58,    886.97,   1610.54
2023-09-18,10:56:27.099,    2.76,  435.62,   16.28,  442.88,,,,,   19.03,  878.50,    104928,  897.53,  340.98,    4.03,  337.57,    0.66,,,,,  678.56,    4.69,     54004,  683.24,    697.59,    883.19,   1580.78
